"","species1","species2","species3","species4","species5","species6","species7","species8","species9","species10","species11","species12","species13","species14","species15","species16","species17","species18","species19","species20","species21","species22","species23","species24","species25","species26","species27","species28","species29","species30","species31","species32","species33","species34","species35","species36","species37","species38","species39","species40","species41","species42","species43","species44","species45","species46","species47","species48","species49","species50","species51","species52","species53","species54","species55","species56","species57","species58","species59","species60","species61","species62","species63","species64","species65","species66","species67","species68","species69","species70","species71","species72","species73","species74","species75","species76","species77","species78","species79","species80","species81","species82","species83","species84","species85","species86","species87","species88","species89","species90"
"val16",134.518984129186,134.767711201096,136.094885387737,135.303966397839,134.925560973557,136.100240570915,134.145592062407,135.157842853644,134.059010534589,135.81719287402,135.109881813165,135.421077302567,136.597613575906,135.077195608368,135.301090531607,135.024931670935,135.21531661019,134.180368746431,135.230333754062,135.196556435246,137.427060860941,136.461149319351,136.018647450925,133.36305562876,135.234203605016,134.890420544087,134.459423499701,134.847899266677,134.602454194703,135.148674101531,135.066667117509,135.78403612788,135.502682134849,135.150391651314,135.153452044665,135.52215299014,133.851497029188,134.54346771865,133.339258146808,135.075562160627,135.357608870737,137.43608358392,135.633104339947,133.987040460539,134.391496894327,134.501605928714,134.649168883663,135.972571668281,135.069138868697,134.66516410964,134.135653688919,136.894563307059,136.206550091783,135.13986465571,134.836345522252,134.35155760455,135.809547271218,136.897176892922,136.002684641833,137.282202380007,136.974627190173,135.715088759609,136.787908629765,137.230558062924,135.04429412115,138.736428481655,137.115255662448,136.698944828513,138.055723434325,138.126387772235,138.332731731026,140.335915470477,138.862860697421,137.35162761124,135.064532511641,138.240303807953,137.028796872885,137.95995373305,136.882489278669,138.582590065168,137.016361082834,136.729782548414,138.000232534792,137.104951577147,136.105256959372,135.770598459418,137.000725499934,138.687126847337,138.12659560439,139.207277654138
"val17",135.365965094468,134.573289649835,136.396854223612,133.478000080474,135.449627572233,135.671916558655,135.230229209851,134.082197694257,134.602250586922,136.025261930208,134.324109839768,135.579806757604,133.959247019324,136.296530949185,134.153831214671,136.147139322308,136.505077693165,135.902571820765,135.568655810557,134.142748528241,134.989550819519,135.335306594912,134.864028173316,136.097651924272,136.444548965653,135.556006968807,134.932774275275,135.75978358894,136.176542720061,135.521723788207,135.707863129918,135.658024474512,135.513035341352,136.39148379686,135.966989344633,133.630873270637,134.046375720801,134.80641997522,133.861388582214,134.593241874018,133.927247007887,135.06665014474,134.14830562441,136.405201756896,133.685430095243,134.624793485908,131.82035674803,136.21863464815,136.094468159618,134.873674205336,133.904237618915,136.659053149868,134.861938361862,136.609849698978,135.618297039769,133.992337083368,134.91008110289,133.918229476638,136.243969591079,135.310123031827,137.513026041525,138.221505539035,138.187594346791,137.982976679348,136.478016708937,137.99241442706,138.365601206415,138.784335502629,138.522617030467,137.79343351376,138.190182713346,138.19827208141,136.948895579846,138.102177042831,137.627344475116,137.657084138564,137.498893858068,137.218152839315,136.670525803928,136.705620353793,136.805876072761,138.342669567549,138.635667535154,138.880364857293,137.926755099624,137.664959945426,136.888007719426,138.642189736046,136.719106527005,138.108621121125
"val18",134.851648559672,134.482404313754,136.380598280458,137.316988587271,133.681893560307,136.064949011172,137.90870397064,135.181924778738,134.948043476812,133.974834527042,135.682769686574,135.480635196813,136.570652087519,135.389941381625,134.092918408041,134.156113339465,135.96508172827,134.614256768799,134.370407186025,134.462081526942,135.662326705588,137.234724450843,135.012312616207,133.46626438839,135.389809092585,134.381105743563,134.695126125856,135.330289449516,135.082528301416,133.26845768718,136.968495270831,134.944613720758,136.575112660173,135.666689060291,133.638220743031,133.670344560334,135.581612968066,133.446112036885,135.816347359694,133.679041630758,135.3439516654,134.622488214113,134.256213343011,133.908123770272,133.91161486135,135.151738882061,135.14016762454,136.196865657828,136.335425604477,133.929152001672,135.805643706636,135.497841760627,134.225205639687,136.699448880009,134.308002765459,133.384299848089,135.437817330069,135.162213753356,133.503917857989,135.01622526938,137.233162387682,139.156739634495,139.77544726183,136.814129403145,136.91659052368,137.24795172204,136.790081512113,138.296230248178,137.236255449619,137.585167149813,137.496761189141,136.604514417087,137.333601403479,136.188482901415,136.558551903899,137.550990474458,136.697117728089,136.200924686456,137.428319834291,136.169570607346,139.235710971574,136.719062435281,135.855198216557,138.943093919325,136.854290769909,137.303440215415,138.446552383768,136.84997858023,137.355441780377,138.151262181709
"val19",134.308809879064,135.023230046783,136.201053368322,135.71325505111,135.441418408902,134.854220911913,136.994514152723,135.305253392943,135.207368450926,135.49955431279,134.953061872515,133.384546547771,136.763100216951,133.697308439442,136.249203101545,133.735327561502,134.447448963545,136.495982846852,136.997543635038,134.464231145391,134.668370511599,135.242136588676,134.015873403914,133.522795576143,134.944443098061,132.833738081718,135.129207303624,135.629256093871,134.881727627658,135.182369881921,135.457810982266,136.090630362221,136.454856673037,135.366191355975,134.933088999413,134.78179686532,135.609597499154,133.499561027049,134.791320852226,134.083395538044,135.719646363371,133.578576437728,135.271828896473,133.630934292255,132.766198594153,137.095280709983,135.533363949856,137.144044273098,134.210311166842,136.411185427777,132.282192625567,133.194516368914,135.104845252796,135.256604035303,133.828788176228,135.250316064519,135.077306062421,134.765514072318,135.510651934743,136.417582637142,138.171069362237,137.824254093307,138.03510048181,138.935758105931,138.274640290562,137.745664104034,136.37648239839,137.117663693067,139.176308696451,138.685465941217,137.813222619837,140.211109285338,136.991687589705,138.859319834242,137.573983309032,138.199475910465,137.401280177573,138.646873218222,138.852917191532,138.31278279588,137.662807779493,137.1084224763,138.591778266713,137.439560243087,136.876221475993,138.759924039735,138.932133168751,138.30762673056,137.065488632163,139.174827623361
"val20",134.508554059044,133.9727599563,136.166177397411,135.498647658718,135.658496172812,136.137266862642,135.367276520585,133.986727202544,134.03588387833,135.495049001022,134.34889360695,135.567058000111,135.175094866507,133.997052449524,134.763114878909,134.156193653295,134.001436522277,133.681314825356,135.626620121115,133.398978732181,135.578359811402,134.042163274877,133.589520618816,134.037413905892,135.252203802944,136.803519132961,134.511113193024,134.58631267495,134.527823711877,135.83603402932,133.713287685797,136.168861453307,135.053746548406,134.503250688054,133.502237830717,134.294665172628,133.144293367476,135.036775445613,135.029034135788,135.548780883148,134.340077158752,134.29642623866,135.5268654256,130.987504353492,135.324327112225,133.181919597035,135.10114746591,133.560379840398,133.737803748542,134.707448127565,135.20395741195,135.218882232944,136.085947018097,136.949669710628,136.510708515966,136.237243474189,133.338132754803,136.843243972205,135.073864461812,135.525273648546,137.947391492214,138.120036585191,136.674588848505,137.987743038116,136.328226210978,136.813278809961,138.197858584915,138.421999566332,136.911980570321,136.911485430083,136.787127235456,134.898680524172,137.818780024017,136.52494179581,136.746524705456,138.659730578552,136.362797007697,136.163658395009,139.092790041308,138.716799072893,138.150414703234,136.966523618259,136.624718155242,137.532473243887,136.320192760325,138.079197203613,137.341196241275,137.452631962563,137.747324105949,138.446042220325
"val21",134.896584138822,133.086288110824,133.904862423042,134.17320888233,136.050189917484,135.028014516927,134.634352201114,134.896999551837,135.339119028782,137.056935023541,134.048276890979,134.438744592194,134.617117840099,135.071569879139,135.279834187586,133.556839348993,135.95472638057,135.309296496634,134.88306649999,133.631464892354,134.546731436988,135.543234505632,133.391170478203,135.967063703975,134.667455705461,135.332727910825,134.143502741782,135.387469390135,134.267355806618,134.952479989722,134.205154614647,135.181953235244,136.037542863011,133.743585552876,135.265611722748,135.197711592093,137.546147447198,135.982794247874,133.640918586196,135.481102558893,136.772055134915,133.177314592319,136.041314274734,135.25226349879,132.186329926617,133.722137444715,133.814619026404,136.00663409688,136.301351260103,135.257341617641,136.628253230764,135.893395072167,135.610387436785,134.278809683085,135.036671433845,134.977796123372,135.686183649885,134.80253523951,135.598520762495,135.223999170083,136.625583509871,136.925352361759,137.417652571648,138.439495026077,135.864932440093,136.944294406169,138.33820378188,138.204948516408,137.919330430487,138.029105119707,139.383211650294,136.811793568137,137.019620483778,137.873742388716,137.971976542828,138.621527256615,137.385643232831,138.634388405699,135.875811198502,136.771271095328,139.497926376148,140.533401643044,137.593015351237,137.501011827184,136.918516112871,137.002115654397,139.299219597481,137.192426777806,137.464183613773,136.178822964144
"val22",134.586747698017,132.33187879666,135.120744265362,134.28045752631,135.771902799503,136.460937064208,135.820376866139,134.741630115841,134.861151995031,136.961627146268,134.204417269588,135.426294493289,136.485593817209,133.076528513214,134.884068268489,136.264854024661,135.231437494314,135.638873765769,134.186086437313,134.7048881809,135.322183964284,135.13566639067,134.056692901551,133.35019124744,132.991020397874,134.496756906284,134.074327646759,136.52830764611,133.748601840057,133.405614187175,135.301033851971,135.325342847766,134.607386754393,135.007916463985,133.64625514252,134.279036339616,134.194433165646,134.87175968428,135.637515167137,134.118575379074,135.07668367883,135.036639142911,134.087164493159,137.000310441316,132.920338210305,135.322275697181,135.886949361418,135.592883560641,134.021902218438,134.794809619973,135.342748338079,134.806221576504,132.986248274078,133.499361318881,134.058345267407,135.33982745247,133.776190461118,137.911953928529,132.243780686285,134.484340004373,138.812639860874,139.439882822127,136.7122848556,137.279315462232,136.421965535246,137.840389721175,135.534312474426,136.449661193033,136.639668945884,137.482482853544,137.275598794423,138.548239151261,137.973768266299,136.4432213549,137.144180023033,136.702202861993,136.089965681037,136.151196953983,138.439076522041,137.85186677393,139.629193864479,137.202880579004,138.142047857019,136.403025274412,138.340953197774,138.135349318492,138.884902137132,137.189552277233,136.948728878917,136.393279926695
"val23",136.689754832613,133.820680912126,133.236612713777,135.231978275696,134.646025610577,136.533276905059,134.456911365628,134.452762423557,136.397166568011,134.49900753086,136.722953130256,134.373180248736,135.829030715817,136.229678943706,135.065432747118,135.425990398954,135.042097938535,137.267584440186,133.133789591137,132.756163678695,134.789428992404,133.899347870425,133.894745758215,136.208847335183,133.856513977503,135.425192589754,134.999676686987,134.652071219559,134.934680632799,137.059522883587,137.054178718306,134.056871039983,136.17298748779,135.279424846044,134.746940981558,135.116823643763,135.060116841026,135.611137606041,134.809068971714,135.501650085068,135.753654873934,135.267926064447,134.864433726003,134.302320542689,133.879676429836,135.313266122364,135.011381597941,132.58069911846,133.67784872338,134.824420802124,134.58946724105,136.454829543753,134.244690420509,134.467187764665,135.151079133746,134.847154503764,135.243774342214,135.438649060158,134.691861391427,136.389923507632,138.7497896283,138.119439571494,138.117315128178,138.803649678345,137.772931361508,139.44264727911,138.749329819653,137.843705849167,136.584627451459,137.815928170704,136.846133874145,136.946452514552,137.036566993893,137.646616330201,138.092969731301,138.515539289469,137.283704452807,139.167193893822,138.086264112468,138.960593604071,137.42584891582,140.323950033863,138.515006318979,137.917102007703,137.936665161336,138.146226073368,136.32035351155,136.189466287973,136.340319184231,137.384859771473
"val24",134.745597710906,135.916018103626,135.121684450183,134.414484051269,133.115091135452,135.980556010644,134.530326837803,134.645183248749,134.721743096381,134.771283938717,135.273623334475,135.162864601622,135.847070113781,134.537342838537,135.129962857518,133.917580381638,134.04416268553,134.491368754164,134.968597392518,135.058137960284,133.158200871137,137.054633157736,135.3645288214,135.494957050346,134.866244190495,134.650718780432,134.846928016711,134.640314784405,134.649662547816,134.364629529539,135.115199521157,134.777282438304,133.863631754941,133.956082337886,132.953936310267,134.515219302616,134.565204452824,134.549402963303,135.322677997836,134.681421787123,133.500971634734,134.787942655068,135.885156037132,135.456387089199,135.431982320246,137.159091782773,134.612876047943,136.459162502394,135.133259550093,133.026001575636,134.886720087727,134.913454341749,135.832496591179,135.465427890924,135.218283566012,136.423065326288,135.912370172993,134.498241677445,133.697005066656,136.262304184699,139.453475991233,137.248728865858,136.687530352056,137.779632830177,137.377801797961,137.853108181771,137.677307890189,139.014829792637,138.054764337836,138.141816612095,136.624843946132,137.555307045595,136.473772719519,137.018226268616,139.986836235947,137.581409725596,137.929903790859,135.117040281701,138.612437683683,137.777112408165,138.070931058735,138.791336597356,136.386155198215,137.211765071268,137.361368215006,139.591344981516,136.378568854605,137.529615054146,139.51060761713,137.266942265381
"val25",135.727286049374,133.297314155433,134.624669567594,134.363568880685,134.418858084406,134.700337435871,134.049695037929,134.757129968793,132.584517640322,135.141294285559,134.684222584321,134.90577355568,135.881380612705,134.444144495264,134.275825981675,135.920586495655,133.920642098615,136.251048178254,133.463435849646,134.730596711506,135.493662018522,135.814843295222,135.454070937852,136.009224734264,134.413326941383,135.07423884117,134.865920662629,137.19873984036,135.068065521286,134.666141830385,134.61146456256,135.214472012298,136.008094148293,135.383661717517,134.366666217668,133.768958572503,134.974895223085,134.243844243208,136.196216248036,135.830931290437,132.832428992033,133.704890292063,134.835389937855,136.379228170523,134.488851860916,135.42446261862,135.29652209292,133.633630351077,136.076278812415,135.666828266415,135.741162657339,134.560685874873,133.710150223223,134.916310316078,135.645095428078,137.904221111831,136.008694249243,136.412685761369,136.177300575347,137.786912453841,139.243497201374,137.669148562416,137.933346130591,137.987230265337,136.982174571562,137.286248507771,137.850882325619,135.959192606245,139.390624096049,136.957546318426,136.581678025886,139.320451342923,138.549469859446,137.555983641751,137.257057310673,135.199556815484,138.8737399839,136.006024237874,138.732987926475,135.955443551641,137.190153849499,138.024896169623,137.865415253607,136.705423265697,138.100635137933,138.483505125487,136.767588686888,137.441026971223,139.188541359935,136.728306941041
"val26",135.504884060805,134.594739368263,135.497051614745,134.732899113812,134.696427143959,134.865411473209,135.858311592815,136.181372897238,133.79836008381,133.907927695173,135.365900688399,135.722231972798,133.519366253189,133.849037178869,132.366422101075,136.028443017345,135.844432415898,135.178930598273,135.090794012594,134.170484127829,134.440303069745,134.146654166081,133.690775964337,134.508719901087,134.805283761827,136.428926930774,132.757519822585,133.668415012318,134.989488900237,132.165864370781,135.981830079209,135.111908013889,135.781007965592,134.749522151559,136.124625557569,134.733549504492,135.641331259289,134.242077049354,135.47129756605,136.216264693067,135.208825076409,133.607840673814,136.388494245938,135.037062915935,134.603516736127,135.25400318432,136.201940951038,134.092282723498,135.315579079031,137.140305950892,133.598915631193,133.527285422166,134.857387430698,135.736353811027,134.086253033126,134.272882689428,134.68436323758,134.50048361765,135.414316073905,133.509511925209,138.134743131358,139.076452782345,136.043872927239,136.931613910253,138.177996740889,137.330673884058,135.935350907971,136.707922848525,137.850258238741,135.848398394421,136.720312940807,136.407218471315,137.055965712507,137.197936040647,139.897806899496,138.394281731589,137.763344141641,137.679570284602,137.233874377414,137.191958855486,138.405041196031,136.486354007239,136.580654623355,137.757627922179,137.754883218941,137.227846713438,137.033242493477,137.233204447936,136.042451847522,137.664799012275
"val27",135.345449102901,135.03829401515,134.286624142606,135.046001062662,136.163331352788,136.107952487484,134.914704916738,134.304738786883,135.08431951582,135.535195682569,134.496971948176,134.750590853437,134.732688956882,135.864820280282,136.051858762376,130.252152630769,133.791631527714,134.663938101924,134.919586088538,135.355854887405,135.94433255922,133.407732290197,133.914729752343,135.135920581961,136.544254525152,134.52683491728,136.18949291723,134.442644991906,135.414697172497,135.436038784938,134.708270125224,134.734570973929,134.246766708183,135.779397348409,134.929635327232,134.311253399036,135.747387872944,134.438819275797,134.249437838203,134.24057110051,134.260388568127,132.945147764181,137.361909371016,136.142349392298,136.081329441903,133.564836091424,135.403400437304,135.161949602757,135.54231934263,135.195467377219,133.130767987375,134.798616998242,134.520280474108,134.28198466742,132.748788623461,134.795114676742,133.830409399023,134.626170082708,134.782737787286,132.474169257833,138.948558671446,136.886341945622,136.636590004148,137.212229738175,137.812302556038,137.050279688323,137.92690086799,136.131163842495,138.624548231281,138.229169766719,137.904814161017,138.34080319788,136.911703495425,135.722872939821,138.246065261536,137.047439092368,136.798058149126,137.667288706655,137.715947934025,139.118236488706,137.950707672924,136.407801371164,137.838929828854,136.692202680394,137.838150458637,136.955865297345,138.462502964403,137.76029156513,138.005655203768,136.828064353156
"val28",135.311814518866,134.98515676492,134.713138253907,136.585489582012,134.36944044066,135.746693011339,134.222201938352,136.541941600834,134.163875914513,132.705150509074,136.71544266348,135.117023790394,135.542696096117,135.034093363111,136.185799776105,135.306833472124,134.662395125359,134.714756207085,135.835792154274,134.757032450425,133.734590831755,134.751642187987,135.495582536622,136.180471052389,134.47853934217,135.549709679117,135.120071243967,133.428077543357,133.774069602211,135.867700216926,135.916520413613,135.834758554678,133.834743316127,132.804836609865,134.988211306444,134.226758690769,134.489257134912,135.429418834925,135.260831883406,135.920157000884,134.870957283705,134.044184031557,135.253993629099,134.827940244761,136.707015396274,134.115574598923,135.358434445324,136.265948664204,137.285816694442,135.376451320532,133.564700203111,133.134214536958,135.945920075235,136.613923617005,135.891204251825,134.034428061846,136.442169863085,135.000979359655,134.709160944164,134.224095451187,136.731817022161,135.913544148742,137.736516714472,136.497346243118,135.877327147622,138.913106864662,136.51830424366,137.478328808558,138.027936021375,137.989147740721,137.342107169221,137.277834014147,137.147976165942,136.535340165629,138.190401706565,138.2991889623,139.389465920174,136.739665603359,137.233453946438,138.650429848262,136.938322795529,139.191302946127,137.141476379938,137.504635254911,138.139985951227,138.081740679844,139.098093411227,136.967001788255,138.326472416741,137.997076283656
"val29",135.509022541608,136.197363591899,134.354687998745,135.155514785419,135.600181117362,134.731213892625,133.423828919162,134.338440505247,135.519918488481,134.532419259826,135.565492328771,134.859477744163,135.183124485579,134.455258430695,132.463721103526,134.766126518138,133.863901803048,133.216112220263,136.524083930593,136.973584813525,134.566744535449,135.857010060068,134.609031912879,134.817794032168,135.310820363786,135.392829145611,134.977109048386,136.735190349548,134.38037067474,135.487657188878,134.087353687358,132.502550266225,135.527917826669,133.549354594334,134.979167521229,134.513997911461,135.509962159377,134.240869702074,134.611194582038,135.239693483969,135.303568430452,135.775434692145,135.566073034219,134.27027608244,134.756446449507,135.502347783773,134.227965722779,134.040627412277,137.721642331515,134.644690982783,135.352333153832,135.879775307463,132.874614834478,135.408177000842,135.560259138442,135.429346251322,135.746246715135,135.485202777652,136.208698052896,133.07658552441,136.512609584995,138.468661712844,138.426751372146,137.920022408637,135.605982737116,137.716665613798,138.336622878242,138.370554622713,137.132791007177,137.821670731877,136.59991712062,137.631186673878,138.434032402559,135.941377814739,136.577466734017,138.756923691219,138.635115401862,137.423853111728,136.783237184224,138.530549384239,137.314977149246,137.82161158016,137.300407503889,137.349072890687,137.600830503099,138.930433523782,135.686434041064,139.244400916607,137.074993267598,138.612418170762
"val30",134.810622846395,135.399970761868,134.882160680549,134.687148016623,134.830678706513,135.670664890112,134.127756282811,134.980564175279,134.794362790248,133.72291489108,135.247442053298,133.832916974858,136.628682402019,134.512587882386,134.729815222751,135.695322185368,135.937209599157,134.44956108816,133.250212342865,135.569846589143,135.533127756448,136.467698216945,134.476751675028,134.946879851883,133.660612603794,137.298652094548,134.590031718541,135.272696386593,133.499129487975,135.460997675366,135.835999259719,136.083868499355,136.094346054606,133.822675478658,133.642163681387,136.042209279832,135.557552276513,136.323588120766,134.357544516243,133.320832201664,134.835158793055,133.386665149602,136.012623460296,135.858152293666,136.392869859072,135.252897975226,135.756261374936,132.741944599219,135.295850133208,135.296510597281,133.371042393488,134.420229808761,134.867514005557,136.186966570276,134.55924443876,134.055461090412,135.519380438585,134.264760382117,134.438425207474,135.269083029103,137.807293552782,137.752009018991,136.555527195902,137.676168755104,138.383524862663,137.751716449896,137.857173105408,137.970071394382,135.571172906985,136.994497249087,137.597145182777,138.65583049538,137.260217780612,136.903485976909,137.231808062617,136.979311475646,137.861915474744,137.398167739669,136.181129031213,137.983095761145,136.479733455248,140.106856802467,136.602217278006,136.907500404198,137.309876384842,137.361504491206,137.582085804374,135.2160167879,137.34080870885,137.959056047718
"val31",136.555960671909,135.309465737733,135.76241410471,136.193219897745,135.623832441999,135.062959883,134.253566430476,134.459285039136,134.280985514768,134.859207186035,133.47249921102,135.411053748326,133.371419626174,134.74165383964,135.456667881218,136.675714230549,133.680577905513,136.086182933978,135.35995022422,137.086360667141,134.406132809515,136.802981318257,136.494260705247,134.772970084967,135.626877142878,135.571856615669,135.829434226714,136.110945918691,135.947721364279,134.320190574379,135.405364769031,135.848276813488,135.21102261071,132.455890412402,134.75938595002,136.4838941537,134.611309039421,135.080926698457,135.192109965722,134.746027624898,137.165413427623,135.259101561373,135.311719324827,136.319863648555,134.814774566933,134.504590254984,134.017180876187,136.394949817729,134.994690220442,134.692485788995,135.541574204015,134.829283340615,133.636529038174,134.757188141134,135.891348888797,134.882381160961,133.854739374201,136.49377068709,134.612478346008,134.302372060638,136.997986452575,136.891633548809,136.928393472072,138.015025870279,136.83668303284,137.981129724986,138.437976009253,137.666632463814,135.220048887429,136.280976106928,139.236056715937,139.529552251431,135.393262509422,138.294835265441,136.268824039124,137.389584342515,136.287853004216,137.679501142045,138.052203246562,136.093010992581,137.283547088301,137.186166097243,135.633727145128,137.19594419762,135.546882910719,136.531006526856,137.128950964943,137.672719924799,138.741579122677,135.875439696524
"val32",136.528898930033,133.671084463071,134.466540653626,135.932882671826,134.958368603844,135.059069542641,134.508839114326,134.144909759876,135.212788115682,134.716354775455,134.347120182982,135.968039724121,136.870052014734,134.866328467383,134.46826579329,134.664091470732,135.099110161141,135.249384388672,135.824418915246,134.368959422093,134.35481844921,136.144318034656,135.172998177299,137.576136864782,135.398311096807,134.474834433074,136.396198874988,134.623740559236,136.016751658122,135.17849365634,137.392698927739,136.361865992987,135.439739360927,135.820426508995,136.150298450608,134.144645632732,135.118338302426,136.254962857878,133.5505293753,134.596654431996,134.276046166912,135.362907042393,136.986468269633,134.738770781587,134.18268366841,133.439096397564,135.293041786059,136.75672737399,134.212554113863,132.603885036608,135.138189014179,133.400829687016,134.640911607372,134.431000771742,135.182089332389,133.699436144835,135.679076341706,136.013232161127,136.175943439263,134.763121660607,136.582966233546,137.122636558573,140.182915771483,137.981305946163,136.660773880665,136.864500187283,137.76399346664,138.263634974763,138.554668796469,138.98439469072,138.216148073602,138.566065059703,137.688985961921,135.827530762599,137.770481238612,137.421620131005,136.575220392574,137.303808956535,135.890765867657,138.462212128592,137.855406890314,137.065204979214,136.737399177107,137.938298834955,139.029083331882,137.149264403886,136.093004362699,138.70353610089,137.538763594772,137.44573988572
"val33",134.020960298264,135.180440442208,135.044191960382,136.276594609628,134.56547300318,135.288502776665,136.631977868357,135.503394741244,134.865994291465,133.223942615195,135.632272637113,134.748890077465,132.189043969943,135.528180753165,134.413539000511,133.687767756756,134.310757828894,133.83857240651,136.159141626475,133.547160469998,135.177393296547,134.510563191083,134.967246190332,135.685127023308,135.668546575281,133.697533142708,136.633428029548,134.568976959844,134.509302432791,135.052581912645,135.100881238535,134.31240820622,135.737357609455,135.180351425086,136.07880041466,135.5622030654,135.589681183078,135.851628607995,134.67727395669,132.926650396185,136.033077258297,136.083926234857,135.080116977547,135.578830497921,133.38791546221,133.814638061612,135.161960525555,134.895743937357,132.334574454825,134.857676177949,135.439787807505,135.224454671822,135.009130251879,134.738060653388,134.366440838909,133.405577408116,135.06088163353,134.266297583195,135.500709719119,134.560974105202,136.790567564203,138.012956252068,137.516245294992,137.597079124903,137.903876044548,137.126217478673,136.344251530033,137.773892106201,137.250643137224,138.383187246007,136.781131918138,137.182919568713,138.543670120492,136.657589781955,137.867145114438,137.55391633485,133.743595258279,137.767477525319,136.484649376189,136.759450674365,137.533679430558,139.466665963591,136.873166368963,136.951958732078,136.458046835578,135.718305465446,137.746132427656,137.026663898696,137.476304388924,136.719106878681
"val34",136.004971386289,134.101112699305,135.346594110587,133.926611920681,133.62892390351,136.799734764001,135.760434992651,133.752371889989,135.553987899473,135.955077395281,134.996423031549,134.808592564427,134.067167648453,134.155079663645,135.690233691321,135.903243839348,133.176443857878,134.493372964992,133.601086326556,135.553542366329,134.354163378607,136.068617054362,135.540955748094,135.1376961952,136.24567680768,135.834203853086,135.115616402138,134.544554642262,136.399810966733,134.977726533345,133.975530725417,134.814056217712,133.788023623461,132.52439643766,133.77246061647,135.80126604294,136.623122903713,133.44424825057,135.838481711187,134.576394781523,134.870251315353,134.980927589208,136.205200309001,134.767852647294,135.091136618069,134.445023448834,136.631205159398,137.064188049611,135.94088886473,137.240135072957,134.945869120313,135.174358856913,135.408007302709,133.600812437861,134.687825188973,133.707373692046,134.034554829227,136.982415919497,133.945167714702,134.961032592554,136.341143104245,138.378530727503,138.433991644295,138.075603132775,137.514196502133,138.333580246804,137.210346735376,135.628561505729,137.360896404919,137.992648230913,136.700704665162,137.444516969592,137.452485605044,137.803888194291,136.659892247354,137.949662525887,137.969049865597,139.325377153814,137.512894165354,136.983783788699,137.049463303712,137.483941292462,137.740653430224,137.910924020184,137.117057679168,136.513966972593,138.338675877412,135.994294494399,138.270323826136,134.987956212699
"val35",134.323337351088,134.749353023064,133.662494385349,136.110566602583,134.060567090948,135.778803695748,136.002870141483,136.223934389032,133.513036998546,132.520437921062,134.367491138239,135.456852167262,134.518482170897,133.801757994651,135.404824087107,136.716030500106,135.04697712435,134.55493269715,133.542737493099,135.994243232268,136.31296248204,135.175417459967,138.406143497174,135.562842335331,135.254493142164,136.091601692088,133.848049000719,135.43120064592,134.563704357301,134.665023510452,135.521899614501,134.586589159134,136.735109644089,134.840316936175,136.479044116708,136.226777483705,135.800459456856,134.148863477645,134.132002871244,133.94010838225,137.209841208056,133.935272440452,135.696083942646,136.987460423561,133.438251278655,134.550483291385,133.543028624339,133.96850434477,136.675434513161,134.800689967159,134.182972468111,134.125193639931,134.647964115483,135.136580962168,135.92899265364,135.032757657182,136.004659293698,134.351681461138,136.226528365495,133.913026640495,137.021027684281,138.664014390734,136.560470629802,137.304459345683,138.784423148108,137.656761002579,137.08646610142,137.394823184226,137.825666128927,137.816021531408,138.507693705363,137.481745803301,137.69943366548,136.042388866974,138.287834643211,137.595442251157,137.367979673511,137.180634278343,139.717390044615,138.258031643793,136.788745434526,137.212898111093,136.101526232068,139.039275349681,138.803886042039,138.438392832628,136.617924892845,136.512927310688,137.093082182894,137.944451628456
"val36",134.886624713737,134.477606322911,134.102596795319,135.17736054512,135.452016118238,135.713800566838,134.284194594644,134.119568352702,133.857243159934,133.882009370396,134.052004968015,134.338667734631,135.860432263097,134.63109805133,134.888896288278,133.508463964943,135.021258012532,134.060669364674,133.837010588236,135.402028513578,135.339868080743,136.105635523914,135.175308990386,134.93022647322,133.395228176447,136.193701358495,134.842563006653,137.752418686063,135.232508626842,134.904379025758,135.961665190927,134.586017452353,135.296407044154,136.179597273233,133.376457461909,135.006049679679,133.886211538956,134.683924203906,133.884205529832,134.011019743356,133.994882681628,134.271108438477,136.10363118589,134.311438657632,135.290288054634,135.69297480099,135.288770715945,136.277834082588,133.866788990178,133.005975990577,134.13502896799,136.800654787847,134.695329696921,133.877438683573,135.101001621642,134.61183734989,134.295232334587,135.739989581273,135.071097346426,134.770103791735,137.996202861984,136.376122349855,137.32133604123,137.493492973306,138.102077491964,137.986793428278,138.208945962341,136.588851336172,137.908301434474,136.986422956392,138.473475269247,137.797321897656,138.444711087937,136.741900295458,137.881674963996,137.63892723835,136.885682528923,137.274549695659,138.194815763717,136.244447915984,139.248372145919,137.471099413139,138.366772535986,137.608658256256,138.202865168258,135.466343815518,137.25067898739,136.938852449619,135.512113130355,137.174369475118
